,marca_temporal,lugar_residencia,lugar_residencia_py,estado_calles,problema_baches,estimacion_cantidad,tipo_camino,tiempo_reparaciones,como_denunciar,acceso_informacion,sufrio_accidentes,frecuencia_mantenimiento,denunciaria_baches,util_conocer,respuesta_gubernamental,regularidad_reparaciones
261,8/11/2022 21:30:40,Panama,Concepción,Bueno,NO,POCOS,ASFALTO,POCO,NO,SI,NO NUNCA,REGULARMENTE,NO,NO,BUENA,NUNCA
262,8/11/2022 21:31:25,Argentina,,Malo,NO,POCOS,MIXTO,MUCHO,NO,NO,NO,REGULARMENTE,SI,NO ME INTERESA EL TEMA,LAMENTABLE,REGULARMENTE
263,8/11/2022 21:33:16,Bolivia,,Bueno,NO,NO SE,ASFALTO,POCO,SI,NO SE,NO,REGULARMENTE,SI,SI,BUENA,NUNCA
264,8/11/2022 21:34:12,Peru,,Bueno,NO,NO SE,ASFALTO,NO SE REPARAN,NO,SI,NO NUNCA,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,BUENA,NUNCA
265,8/11/2022 21:37:03,Argentina,,Malo,NO,NO SE,ASFALTO,NO SE REPARAN,SI,NO,SI,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,NO ME INTERESA EL TEMA,LAMENTABLE,NUNCA
266,8/11/2022 21:37:18,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
267,8/11/2022 21:39:47,Paraguay,Cordillera,Malo,SI,MUCHOS,MIXTO,NO SE REPARAN,NO,NO,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
268,8/11/2022 21:41:00,Argentina,,Bueno,NO SE,POCOS,ASFALTO,MUCHO,SI,NO SE,NO,FRECUENTEMENTE,NO,SI,BUENA,NUNCA
269,8/11/2022 21:43:43,Dominican Republic,,Bueno,SI,MUCHOS,ASFALTO,MUCHO,NO,NO SE,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
270,8/11/2022 21:44:50,Paraguay,Central,Malo,SI,MUCHOS,MIXTO,NO SE REPARAN,NO,NO,NO NUNCA,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
271,8/11/2022 21:46:24,Paraguay,Distrito Capital,Lamentable,SI,MUCHOS,MIXTO,MUCHO,NO,NO SE,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
272,8/11/2022 21:47:53,Anguilla,,EXCELENTE,NO,NO SE,PIEDRA,NO SE REPARAN,NO,NO SE,NO,REGULARMENTE,NO,NO,EXCELENTE,NUNCA
273,8/11/2022 21:54:29,Paraguay,Alto Paraná,Malo,SI,MUCHOS,PIEDRA,NO SE REPARAN,NO,NO SE,NO NUNCA,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
274,8/11/2022 22:00:42,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,SI,NO,,SI,SI,LAMENTABLE,NUNCA
275,8/11/2022 22:01:06,Andorra,Caaguazú,EXCELENTE,NO,NO SE,TIERRA,NO SE REPARAN,SI,SI,SI,FRECUENTEMENTE,SI,NO,EXCELENTE,NUNCA
276,8/11/2022 22:04:37,Argentina,,Bueno,NO,POCOS,ASFALTO,MUCHO,NO,NO SE,NO,,SI,SI,LAMENTABLE,REGULARMENTE
277,8/11/2022 22:06:09,Paraguay,Central,Lamentable,SI,MUCHOS,MIXTO,MUCHO,NO,NO,SI,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
278,8/11/2022 22:07:44,Mexico,,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,SI,NO,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
279,8/11/2022 22:09:21,Paraguay,Distrito Capital,Malo,SI,NO SE,PIEDRA,POCO,NO,NO SE,NO,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,REGULARMENTE
280,8/11/2022 22:09:28,Paraguay,Distrito Capital,Malo,SI,MUCHOS,ASFALTO,MUCHO,SI,NO,NO,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,REGULARMENTE
281,8/11/2022 22:12:13,Dominican Republic,,Malo,SI,MUCHOS,ASFALTO,MUCHO,NO,NO SE,NO,REGULARMENTE,NO,SI,BUENA,NUNCA
282,8/11/2022 22:13:15,Peru,,Bueno,SI,MUCHOS,ASFALTO,POCO,NO,NO,NO,,SI NO ME LLEVA MUCHO TIEMPO.,NO ME INTERESA EL TEMA,EXCELENTE,NUNCA
283,8/11/2022 22:13:27,Mexico,,Malo,SI,MUCHOS,ASFALTO,MUCHO,SI,SI,NO,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
284,8/11/2022 22:17:20,Paraguay,Central,Malo,SI,MUCHOS,ASFALTO,MUCHO,SI,NO,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,REGULARMENTE
285,8/11/2022 22:30:03,Chile,,Bueno,SI,POCOS,ASFALTO,POCO,SI,NO SE,NO NUNCA,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,BUENA,REGULARMENTE
286,8/11/2022 22:35:31,Paraguay,Central,Malo,SI,MUCHOS,PIEDRA,NO SE REPARAN,NO,NO,SI FRECUENTEMENTE,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
287,8/11/2022 22:39:19,Paraguay,Ñeembucú,Lamentable,SI,MUCHOS,MIXTO,MUCHO,NO,NO SE,SI,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,REGULARMENTE
288,8/11/2022 22:39:20,Paraguay,Central,Malo,SI,POCOS,PIEDRA,NO SE REPARAN,NO,NO SE,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
289,8/11/2022 22:41:21,Paraguay,Distrito Capital,Lamentable,SI,MUCHOS,PIEDRA,NO SE REPARAN,NO,NO,NO,REGULARMENTE,SI,NO SE,LAMENTABLE,NUNCA
290,8/11/2022 22:42:15,Bolivia,,Malo,SI,MUCHOS,TIERRA,NO SE REPARAN,NO,NO SE,NO,REGULARMENTE,NO,SI,LAMENTABLE,NUNCA
291,8/11/2022 22:44:30,Paraguay,Central,Lamentable,SI,MUCHOS,MIXTO,NO SE REPARAN,NO,NO SE,SI,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
292,8/11/2022 22:52:32,Mexico,,Malo,SI,MUCHOS,ASFALTO,MUCHO,NO,NO,SI,REGULARMENTE,SI,SI,LAMENTABLE,REGULARMENTE
293,8/11/2022 23:07:35,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,SI,SI,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
294,8/11/2022 23:09:32,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,MUCHO,NO,NO SE,NO,FRECUENTEMENTE,SI,SI,LAMENTABLE,REGULARMENTE
295,8/11/2022 23:14:05,Philippines,Alto Paraná,Bueno,NO,NO SE,PIEDRA,NO SE REPARAN,NO,NO,NO,FRECUENTEMENTE,SI,NO SE,LAMENTABLE,NUNCA
296,8/11/2022 23:16:43,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,SI,NO,SI FRECUENTEMENTE,FRECUENTEMENTE,SI,NO ME INTERESA EL TEMA,LAMENTABLE,NUNCA
297,8/11/2022 23:17:34,Argentina,,Malo,SI,MUCHOS,ASFALTO,NO SE REPARAN,SI,SI,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
298,8/11/2022 23:21:49,Paraguay,Central,Lamentable,SI,MUCHOS,MIXTO,NO SE REPARAN,NO,NO,NO NUNCA,,SI,SI,LAMENTABLE,NUNCA
299,8/11/2022 23:25:49,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,SI,NO SE,NO NUNCA,,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
300,8/11/2022 23:27:59,Paraguay,Caaguazú,EXCELENTE,NO,NO SE,MIXTO,POCO,NO,NO SE,NO NUNCA,REGULARMENTE,SI,SI,LAMENTABLE,REGULARMENTE
301,8/11/2022 23:28:35,Peru,,Bueno,NO,POCOS,ASFALTO,NO SE REPARAN,NO,NO,NO NUNCA,REGULARMENTE,SI,SI,LAMENTABLE,REGULARMENTE
302,8/11/2022 23:29:07,Paraguay,Central,Malo,SI,POCOS,MIXTO,NO SE REPARAN,SI,NO SE,NO,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,NO SE,LAMENTABLE,NUNCA
303,8/11/2022 23:30:16,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,MUCHO,SI,NO SE,SI FRECUENTEMENTE,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
304,8/11/2022 23:35:45,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO,NO,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
305,8/11/2022 23:36:57,Peru,,EXCELENTE,NO,,PIEDRA,POCO,NO,NO,NO,,SI NO ME LLEVA MUCHO TIEMPO.,SI,BUENA,REGULARMENTE
306,8/11/2022 23:58:50,Bolivia,,Malo,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO,SI,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
307,8/11/2022 23:59:09,Paraguay,Distrito Capital,Lamentable,SI,MUCHOS,ASFALTO,MUCHO,NO,NO,SI,REGULARMENTE,SI,NO,LAMENTABLE,NUNCA
308,9/11/2022 0:05:29,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO,SI FRECUENTEMENTE,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
309,9/11/2022 0:25:23,Paraguay,Central,Malo,SI,MUCHOS,PIEDRA,MUCHO,NO,NO,NO NUNCA,REGULARMENTE,SI,SI,LAMENTABLE,REGULARMENTE
310,9/11/2022 0:29:17,Dominican Republic,,Bueno,NO,POCOS,ASFALTO,MUCHO,SI,NO SE,SI,REGULARMENTE,SI,SI,BUENA,REGULARMENTE
311,9/11/2022 0:49:29,Paraguay,Central,Malo,SI,MUCHOS,MIXTO,NO SE REPARAN,NO,NO,NO,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
312,9/11/2022 1:26:08,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO SE,NO NUNCA,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
313,9/11/2022 2:49:49,Paraguay,Cordillera,Bueno,SI,POCOS,ASFALTO,NO SE REPARAN,NO,NO SE,SI,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
314,9/11/2022 2:55:40,Peru,,Malo,SI,MUCHOS,ASFALTO,NO SE REPARAN,SI,NO SE,NO,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
315,9/11/2022 3:38:04,Dominican Republic,,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO SE,SI FRECUENTEMENTE,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
316,9/11/2022 4:21:33,Paraguay,Central,Lamentable,SI,POCOS,ASFALTO,MUCHO,NO,NO,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
317,9/11/2022 6:44:45,Paraguay,Central,Malo,SI,MUCHOS,ASFALTO,MUCHO,NO,NO,SI,,SI NO ME LLEVA MUCHO TIEMPO.,NO SE,LAMENTABLE,NUNCA
318,9/11/2022 9:29:15,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO SE,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
319,9/11/2022 9:40:14,Mexico,,Malo,SI,MUCHOS,PIEDRA,MUCHO,NO,NO,SI,FRECUENTEMENTE,SI,SI,BUENA,REGULARMENTE
320,9/11/2022 9:51:53,Paraguay,Distrito Capital,Bueno,SI,MUCHOS,ASFALTO,MUCHO,NO,NO,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
321,9/11/2022 13:40:45,Paraguay,Central,Lamentable,SI,MUCHOS,MIXTO,NO SE REPARAN,SI,NO,NO,,SI,SI,LAMENTABLE,NUNCA
322,9/11/2022 13:50:49,Paraguay,Central,Malo,SI,MUCHOS,MIXTO,MUCHO,NO,NO SE,NO,FRECUENTEMENTE,SI,SI,LAMENTABLE,REGULARMENTE
323,9/11/2022 13:52:45,Paraguay,Central,Malo,SI,MUCHOS,MIXTO,MUCHO,NO,NO SE,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
324,9/11/2022 13:56:10,Paraguay,Central,Malo,SI,NO SE,MIXTO,MUCHO,NO,NO SE,NO NUNCA,,,NO SE,LAMENTABLE,NUNCA
325,9/11/2022 13:56:14,Paraguay,Central,Malo,SI,MUCHOS,ASFALTO,POCO,NO,NO SE,NO NUNCA,FRECUENTEMENTE,SI,SI,LAMENTABLE,REGULARMENTE
326,9/11/2022 13:57:34,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO,NO,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
327,9/11/2022 13:59:18,Paraguay,Distrito Capital,Malo,SI,MUCHOS,ASFALTO,MUCHO,NO,NO,SI,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,REGULARMENTE
328,9/11/2022 14:01:29,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO SE,SI FRECUENTEMENTE,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
329,9/11/2022 14:05:18,Paraguay,Itapúa,Bueno,NO,POCOS,ASFALTO,MUCHO,NO,NO,NO,REGULARMENTE,SI,SI,BUENA,REGULARMENTE
330,9/11/2022 14:09:59,Paraguay,Itapúa,Bueno,SI,MUCHOS,ASFALTO,MUCHO,NO,NO,NO NUNCA,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
331,9/11/2022 14:15:51,Paraguay,Central,Lamentable,SI,MUCHOS,PIEDRA,MUCHO,NO,NO,SI,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,BUENA,NUNCA
332,9/11/2022 14:20:23,Paraguay,Central,Lamentable,SI,MUCHOS,MIXTO,NO SE REPARAN,NO,NO,SI,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
333,9/11/2022 14:20:39,Paraguay,Central,Malo,SI,MUCHOS,PIEDRA,NO SE REPARAN,NO,NO,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
334,9/11/2022 14:20:49,Paraguay,Central,Bueno,SI,POCOS,ASFALTO,MUCHO,NO,NO SE,NO,REGULARMENTE,SI,SI,BUENA,REGULARMENTE
335,9/11/2022 14:21:04,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
336,9/11/2022 14:21:38,Dominican Republic,,Malo,NO SE,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO,NO,,SI,SI,LAMENTABLE,NUNCA
337,9/11/2022 14:22:01,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO SE,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
338,9/11/2022 14:23:08,Paraguay,Central,Malo,SI,MUCHOS,ASFALTO,POCO,NO,NO,NO,REGULARMENTE,SI,NO ME INTERESA EL TEMA,LAMENTABLE,REGULARMENTE
339,9/11/2022 14:23:29,United States,,EXCELENTE,NO,POCOS,ASFALTO,POCO,NO,NO SE,SI,,SI,NO,BUENA,REGULARMENTE
340,9/11/2022 14:24:00,Paraguay,Distrito Capital,Malo,SI,MUCHOS,ASFALTO,MUCHO,NO,NO,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
341,9/11/2022 14:24:42,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO SE,NO,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
342,9/11/2022 14:25:14,Paraguay,Central,Bueno,NO SE,NO SE,ASFALTO,,NO,NO SE,NO NUNCA,,SI,,,
343,9/11/2022 14:27:33,Paraguay,Central,Bueno,SI,MUCHOS,ASFALTO,MUCHO,NO,NO SE,SI,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,REGULARMENTE
344,9/11/2022 14:30:26,Paraguay,Distrito Capital,Malo,SI,POCOS,ASFALTO,MUCHO,NO,NO SE,NO,REGULARMENTE,SI,SI,LAMENTABLE,REGULARMENTE
345,9/11/2022 14:31:31,Paraguay,Distrito Capital,Lamentable,SI,MUCHOS,PIEDRA,NO SE REPARAN,NO,NO,SI,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
346,9/11/2022 14:42:03,Spain,,EXCELENTE,NO,POCOS,ASFALTO,POCO,SI,NO SE,NO,REGULARMENTE,SI,NO SE,EXCELENTE,REGULARMENTE
347,9/11/2022 14:52:12,Dominican Republic,,Malo,SI,MUCHOS,ASFALTO,MUCHO,NO,NO,NO,REGULARMENTE,SI,SI,LAMENTABLE,REGULARMENTE
348,9/11/2022 14:52:52,Paraguay,Central,Lamentable,SI,MUCHOS,MIXTO,NO SE REPARAN,NO,NO,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
349,9/11/2022 15:01:30,Paraguay,Central,Lamentable,SI,MUCHOS,MIXTO,NO SE REPARAN,NO,NO,NO,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
350,9/11/2022 15:12:49,Paraguay,Central,Malo,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO,NO,FRECUENTEMENTE,SI,SI,LAMENTABLE,REGULARMENTE
351,9/11/2022 15:14:44,Paraguay,Central,Malo,SI,MUCHOS,PIEDRA,MUCHO,NO,NO,NO,REGULARMENTE,SI,SI,LAMENTABLE,REGULARMENTE
352,9/11/2022 15:15:19,Paraguay,Caaguazú,Malo,SI,MUCHOS,MIXTO,MUCHO,NO,NO,NO,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,REGULARMENTE
353,9/11/2022 15:17:46,Paraguay,Central,Malo,SI,MUCHOS,ASFALTO,MUCHO,NO,NO SE,SI FRECUENTEMENTE,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
354,9/11/2022 15:19:58,Paraguay,Central,Bueno,SI,POCOS,PIEDRA,NO SE REPARAN,SI,NO,SI,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,BUENA,NUNCA
355,9/11/2022 15:23:30,Dominican Republic,,Malo,SI,MUCHOS,ASFALTO,MUCHO,SI,NO,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
356,9/11/2022 15:30:08,Mexico,,Malo,SI,MUCHOS,MIXTO,MUCHO,NO,NO,NO,REGULARMENTE,SI,SI,BUENA,REGULARMENTE
357,9/11/2022 15:36:42,Paraguay,Distrito Capital,Malo,SI,MUCHOS,PIEDRA,NO SE REPARAN,SI,SI,SI,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
358,9/11/2022 15:43:39,Paraguay,Distrito Capital,Lamentable,SI,MUCHOS,MIXTO,NO SE REPARAN,SI,NO,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
359,9/11/2022 15:45:13,Paraguay,Central,Malo,SI,MUCHOS,ASFALTO,MUCHO,NO,NO,NO,REGULARMENTE,SI,SI,LAMENTABLE,REGULARMENTE
360,9/11/2022 15:53:31,Paraguay,Central,Malo,SI,MUCHOS,PIEDRA,NO SE REPARAN,NO,NO,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
361,9/11/2022 15:57:04,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
362,9/11/2022 16:47:47,Paraguay,Central,Lamentable,SI,MUCHOS,PIEDRA,NO SE REPARAN,NO,NO,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
363,9/11/2022 16:50:34,Paraguay,Central,Bueno,SI,NO SE,PIEDRA,MUCHO,NO,NO SE,NO NUNCA,,SI NO ME LLEVA MUCHO TIEMPO.,NO SE,LAMENTABLE,NUNCA
364,9/11/2022 16:51:09,Paraguay,Central,Malo,SI,MUCHOS,PIEDRA,POCO,NO,NO,NO,,SI,SI,LAMENTABLE,NUNCA
365,9/11/2022 16:58:05,Paraguay,Central,Lamentable,SI,MUCHOS,PIEDRA,NO SE REPARAN,NO,NO,SI,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
366,9/11/2022 17:00:41,Paraguay,Central,Lamentable,SI,MUCHOS,MIXTO,POCO,NO,NO SE,NO,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
367,9/11/2022 17:00:48,Paraguay,Central,Malo,NO,POCOS,ASFALTO,NO SE REPARAN,SI,NO,NO,REGULARMENTE,SI,NO SE,LAMENTABLE,REGULARMENTE
368,9/11/2022 17:05:23,Paraguay,Central,Malo,SI,MUCHOS,ASFALTO,NO SE REPARAN,SI,NO SE,NO,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
369,9/11/2022 17:07:23,Colombia,,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO,SI,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
370,9/11/2022 17:08:18,Paraguay,Amambay,Malo,SI,MUCHOS,ASFALTO,MUCHO,NO,NO SE,NO,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,NO ME INTERESA EL TEMA,LAMENTABLE,NUNCA
371,9/11/2022 17:08:28,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,SI,SI,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
372,9/11/2022 17:10:27,Papua New Guinea,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,SI,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
373,9/11/2022 17:10:52,Paraguay,Central,Malo,SI,MUCHOS,PIEDRA,MUCHO,SI,SI,NO,REGULARMENTE,SI,SI,LAMENTABLE,REGULARMENTE
374,9/11/2022 17:12:20,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO,SI,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
375,9/11/2022 17:13:29,Paraguay,Central,Lamentable,SI,MUCHOS,MIXTO,POCO,NO,NO,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
376,9/11/2022 17:14:08,Paraguay,Central,Malo,SI,MUCHOS,ASFALTO,MUCHO,NO,NO,NO,FRECUENTEMENTE,SI,NO,LAMENTABLE,REGULARMENTE
377,9/11/2022 17:14:39,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO SE,NO NUNCA,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
378,9/11/2022 17:20:38,Paraguay,Distrito Capital,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,SI,NO,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
379,9/11/2022 17:21:58,Paraguay,Alto Paraná,Bueno,NO,NO SE,MIXTO,POCO,SI,NO SE,SI,REGULARMENTE,SI,SI,LAMENTABLE,REGULARMENTE
380,9/11/2022 17:23:02,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO SE,SI,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,NO ME INTERESA EL TEMA,LAMENTABLE,NUNCA
381,9/11/2022 17:24:32,Paraguay,Distrito Capital,Malo,SI,POCOS,ASFALTO,MUCHO,NO,NO SE,NO NUNCA,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,NO,BUENA,REGULARMENTE
382,9/11/2022 17:24:35,Paraguay,Distrito Capital,Bueno,NO SE,NO SE,ASFALTO,MUCHO,NO,NO SE,NO,REGULARMENTE,SI,SI,LAMENTABLE,REGULARMENTE
383,9/11/2022 17:25:35,Paraguay,Central,Bueno,SI,MUCHOS,PIEDRA,NO SE REPARAN,NO,NO,NO,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
384,9/11/2022 17:26:54,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,MUCHO,NO,NO SE,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
385,9/11/2022 17:29:08,Paraguay,Distrito Capital,Malo,SI,MUCHOS,MIXTO,MUCHO,SI,NO,SI,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
386,9/11/2022 17:30:02,Paraguay,Central,Bueno,SI,POCOS,PIEDRA,NO SE REPARAN,NO,NO SE,NO,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
387,9/11/2022 17:30:58,Paraguay,Itapúa,Malo,SI,MUCHOS,ASFALTO,MUCHO,NO,NO SE,NO,REGULARMENTE,SI,SI,LAMENTABLE,REGULARMENTE
388,9/11/2022 17:33:35,Paraguay,Central,Lamentable,SI,MUCHOS,MIXTO,NO SE REPARAN,NO,NO,SI,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
389,9/11/2022 17:33:40,Paraguay,Central,Lamentable,SI,MUCHOS,MIXTO,NO SE REPARAN,SI,NO SE,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
390,9/11/2022 17:36:17,Venezuela,,Malo,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO SE,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
391,9/11/2022 17:38:01,Dominican Republic,,Malo,SI,MUCHOS,ASFALTO,MUCHO,NO,NO,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
392,9/11/2022 17:39:32,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO SE,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
393,9/11/2022 17:41:24,Paraguay,Central,Lamentable,SI,MUCHOS,MIXTO,NO SE REPARAN,NO,NO,NO,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
394,9/11/2022 17:43:01,Paraguay,Central,Malo,SI,MUCHOS,ASFALTO,POCO,NO,NO,SI,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
395,9/11/2022 17:43:43,Spain,,Bueno,NO,POCOS,ASFALTO,MUCHO,SI,SI,NO,REGULARMENTE,SI,SI,BUENA,REGULARMENTE
396,9/11/2022 17:46:31,Paraguay,Itapúa,Bueno,SI,MUCHOS,PIEDRA,POCO,NO,NO,NO,FRECUENTEMENTE,SI,NO SE,LAMENTABLE,NUNCA
